['our, brother, tom, has, just] : 1
[conveniently, to, hold, eight, europeans] : 1
[conveniently, view, the, houses, and] : 1
[convenient, mill, within, half, a] : 1
[convenient, place, to, land, in] : 1
[convenient, place, where, his, body] : 1
[convenient, place, where, she, knew] : 1
[convenient, sledge, drawn, by, which] : 1
[convenient, to, repeat, upon, what] : 1
[convenient, vehicle, for, me, which] : 1
[conversant, in, lines, and, figures] : 1
[conversation, and, reading, their, histories] : 1
[conversation, avowed, enemies, to, all] : 1
[conversation, before, he, was, able] : 1
[conversation, between, the, author, and] : 1
[conversation, but, the, first, account] : 1
[conversation, for, an, hour, together] : 1
[conversation, he, began, with, compliments] : 1
[conversation, i, endeavoured, to, practise] : 1
[conversation, in, both, tongues, as] : 1
[conversation, i, plainly, observed, that] : 1
[conversation, i, told, his, excellency] : 1
[conversation, not, to, be, exhausted] : 1
[conversation, of, those, superior, beings] : 1
[conversations, a, man, may, carry] : 1
[conversations, between, the, author, and] : 1
[conversations, but, i, defy, the] : 1
[conversations, from, this, the, mother] : 1
[conversations, i, had, with, my] : 2
[conversations, the, author, has, notice] : 1
[conversations, where, nothing, passed, but] : 1
[conversations, with, him, i, one] : 1
[conversation, than, by, a, few] : 1
[conversation, they, are, apt, to] : 1
[conversation, this, i, found, to] : 1
[conversation, was, not, ended, under] : 1
[conversation, we, had, was, not] : 1
[conversation, with, brutus, and, was] : 1
[conversation, with, that, lord, although] : 1
[conversation, with, those, who, came] : 1
[converse, another, great, advantage, proposed] : 1
[conversed, further, than, by, employing] : 1
[conversed, only, with, women, tradesmen] : 1
[conversed, very, much, he, observed] : 1
[converse, he, at, last, arrived] : 1
[converse, in, that, element, after] : 1
[converse, of, this, people, and] : 1
[converse, together, in, some, sort] : 1
[converse, upon, even, terms, and] : 1
[converse, with, don, pedro, de] : 1
[converse, with, me, as, if] : 1
[converse, with, me, they, put] : 1
[converse, with, servants, but, go] : 1
[converse, with, them, at, least] : 1
[converse, with, them, i, soon] : 1
[converse, with, them, i, was] : 1
[conversing, so, long, among, the] : 1
[conversing, with, a, few, of] : 1
[conversing, with, many, others, of] : 1
[conversing, with, me, inquiring, into] : 1
[conversing, with, the, and, looking] : 1
[conversing, with, them, their, conversations] : 1
[convert, and, civilize, an, idolatrous] : 1
[conveyed, and, may, properly, be] : 1
[conveyed, eight, inches, up, the] : 1
[conveyed, fourscore, and, eleven, chains] : 1
[conveyed, from, one, part, of] : 1
[conveyed, i, answered, in, few] : 1
[conveyed, in, carriages, to, his] : 1
[conveyed, in, small, rivulets, toward] : 1
[conveyed, to, balnibarbi, arrives, at] : 1
[conveyed, to, different, parts, of] : 1
[conveyed, to, his, own, house] : 1
[conveyed, up, by, pipes, and] : 1
[conveyed, what, money, i, had] : 1
[convey, me, safe, thither, with] : 1
[convey, the, stones, into, the] : 1
[conviction, and, is, there, less] : 1
[conviction, as, it, must, needs] : 1
[conviction, if, he, pleased, to] : 1
[convinced, he, afterwards, told, me] : 1
[convinced, him, of, my, veracity] : 1
[convinced, i, must, be, a] : 1
[convinced, me, of, a, thousand] : 1
[convinced, of, my, candour, and] : 1
[convinced, of, your, guilt, which] : 1
[convinced, that, the, hatred, i] : 1
[convinced, when, he, showed, me] : 1
[convince, the, emperor, that, they] : 1
[convincing, them, from, my, own] : 1
[convulsions, with, grievous, contractions, of] : 1
[cook, pulling, a, lark, which] : 1
[cooks, and, butlers, who, were] : 1
[cooks, could, provide, i, took] : 1
[cooks, to, dress, my, victuals] : 1
[cooks, to, dress, us, a] : 1
[copious, and, delightful, a, subject] : 1
[copious, in, talking, of, my] : 1
[copper, money, my, purse, with] : 1
[copse, at, some, distance, where] : 1
[copulating, with, one, of, the] : 1
[copy, for, fear, of, being] : 1
[copy, left, however, i, have] : 1
[copy, of, the, articles, against] : 1
[copy, of, the, articles, wherein] : 1
[coquetry, censure, and, scandal, should] : 1
[cordage, which, i, had, beforehand] : 1
[cord, and, leaving, the, looks] : 1
[cord, extended, that, each, held] : 1
[cordials, he, observed, among, the] : 1
[cordial, to, comfort, me, and] : 1
[cords, as, we, draw, the] : 1
[cords, by, many, pulleys, fastened] : 1
[cords, heaved, me, into, the] : 1
[cords, of, the, bigness, of] : 1
[cords, together, at, the, end] : 1
[cords, to, such, a, degree] : 1
[cord, to, the, harness, and] : 1
[cord, which, i, fastened, to] : 1
[cord, with, a, rule, of] : 1
[corking, that, stuck, in, the] : 1
[corn, and, gardening, the, governor] : 1
[corn, and, meadows, neither, do] : 1
[corn, as, he, walks, the] : 1
[corner, about, two, feet, from] : 1
[corner, of, my, room, or] : 1
[corner, of, the, paper, to] : 1
[corners, at, the, top, to] : 1
[corners, of, the, top, and] : 1
[corner, to, lie, down, and] : 1
[corn, had, been, laid, by] : 1
[corn, in, the, field, where] : 1
[cornish, man, commander, bound, for] : 1
[cornish, man, commander, of, the] : 1
[corn, i, would, gladly, have] : 1
[corn, or, blade, of, grass] : 1
[corn, or, grass, although, the] : 1
[corn, or, two, blades, of] : 1
[corn, rising, at, least, forty] : 1
[corns, or, lug, him, thrice] : 1
[corn, that, i, had, cut] : 1
[corn, were, sometimes, not, above] : 1
[corn, whence, i, saw, him] : 1
[corporations, or, their, own, particular] : 1
[corporation, whether, they, received, any] : 1
[corrected, having, a, desire, to] : 1
[corrected, in, it, what, was] : 1
[corrected, my, bad, accent, by] : 1
[correct, every, vice, and, folly] : 1
[correcting, modern, maps, the, king's] : 1
[corrections, which, you, may, insert] : 1
[correct, their, maps, and, charts] : 1
[correct, the, positiveness, of, the] : 1
[correct, the, style, as, my] : 1
[corrosion, and, consequently, contributes, to] : 1
[corrosives, restringents, palliatives, laxatives, cephalalgics] : 1
[corrupt, and, libertine, manners, of] : 1
[corrupt, and, who, had, great] : 1
[corrupted, are, the, whose, wise] : 1
[corrupted, by, them, and, his] : 1
[corrupted, flesh, of, animals, or] : 1
[corrupted, ministry, he, multiplied, his] : 1
[corrupted, mud, and, slime, or] : 1
[corruption's, of, the, court, but] : 1
[corruption, and, to, crown, all] : 1
[corruption, because, that, positive, confident] : 1
[corruption, grown, so, high, and] : 1
[corruption, of, his, nature, as] : 1
[corruption, of, judges, and, the] : 1
[corruption, of, ministers, who, engage] : 1
[corruption, of, that, faculty, might] : 1
[corruptions, and, to, acquire, new] : 1
[corruptions, at, least, in, this] : 1
[corruptions, for, want, of, examples] : 1
[corruptions, had, so, far, opened] : 1
[corruptions, in, like, manner, the] : 1
[corruptions, into, which, these, people] : 1
[corruptions, it, does, not, appear] : 1
[corruptions, of, my, nature, have] : 1
[corruptions, of, my, own, species] : 1
[corruption, steals, into, the, world] : 1
[corruptions, to, which, the, several] : 1
[corruption, that, can, possibly, be] : 1
[corruption, was, derived, from, but] : 1
[corrupt, judgment, i, thought, it] : 1
[cortez, over, the, naked, americans] : 1
[cost, him, dear, for, the] : 1
[cost, his, majesty, above, a] : 1
[costly, meats, and, drinks, and] : 1
[costly, meats, were, and, how] : 1
[cost, many, millions, of, lives] : 1
[cost, me, much, trouble, to] : 1
[cost, me, my, life, for] : 1
[cost, me, ten, days, making] : 1
[costs, he, asked, time, was] : 1
[cost, so, many, ages, in] : 1
[cottagers, and, labourers, are, obliged] : 1
[cottagers, and, labourers, keep, their] : 1
[cotton, and, quench, their, thirst] : 1
[cotton, that, if, he, would] : 1
[could, about, six, feet, from] : 1
[could, afford, about, an, hour] : 1
[could, although, i, durst, not] : 1
[could, and, by, these, means] : 1
[could, and, explained, by, the] : 1
[could, and, found, myself, perceivably] : 1
[could, and, hoped, in, a] : 1
[could, and, in, half, an] : 1
[could, and, rubbed, them, till] : 1
[could, and, swam, in, the] : 1
[could, and, the, nag, came] : 1
[could, and, the, vortices, of] : 1
[could, anything, but, an, extreme] : 1
[could, any, thing, have, preserved] : 1
[could, any, way, affect, me] : 1
[could, appear, more, nauseous, for] : 1
[could, at, first, imagine, i] : 1
[could, at, least, enjoy, my] : 1
[could, at, which, i, ventured] : 1
[could, banging, the, proper, keys] : 1
[could, be, above, eleven, hundred] : 1
[could, be, a, country, beyond] : 1
[could, be, any, country, where] : 1
[could, be, brought, about, i] : 1
[could, be, brought, to, converse] : 1
[could, be, capable, of, such] : 1
[could, because, as, fond, as] : 1
[could, be, content, to, live] : 1
[could, be, disputable, because, reason] : 1
[could, be, done, in, their] : 1
[could, be, ever, beheld, till] : 1
[could, be, found, i, desired] : 1
[could, be, gotten, to, make] : 1
[could, be, got, which, indeed] : 1
[could, be, in, finding, some] : 1
[could, be, meant, by, so] : 1
[could, be, mimicked, by, such] : 1
[could, be, nothing, else, but] : 1
[could, be, nothing, more, ridiculous] : 1
[could, be, of, any, use] : 1
[could, be, of, no, use] : 1
[could, be, so, foolish, to] : 1
[could, best, determine, i, durst] : 1
[could, be, the, use, of] : 1
[could, be, the, use, or] : 1
[could, better, endure, the, sight] : 1
[could, be, within, a, two] : 1
[could, bring, against, me, if] : 1
[could, bring, my, master, to] : 1
[could, but, concealed, the, greatest] : 1
[could, but, i, thought, it] : 1
[could, but, just, reach, with] : 1
[could, but, prevail, on, a] : 1
[could, but, the, flame, was] : 1
[could, but, was, forced, to] : 1
[could, comprehend, it, was, this] : 1
[could, confide, whether, i, attended] : 1
[could, conjecture, asked, me, several] : 1
[could, contain, little, beside, common] : 1
[could, contrive, to, make, of] : 1
[could, converse, upon, even, terms] : 1
[could, deal, with, a, dozen] : 1
[could, deserve, it, was, drawn] : 1
[could, direct, his, workmen, how] : 1
[could, discover, by, his, voice] : 1
[could, discover, by, the, smoke] : 1
[could, discover, great, holes, in] : 1
[could, discover, land, they, pushed] : 1
[could, discover, my, own, happiness] : 1
[could, discover, some, house, or] : 1
[could, discover, the, appear, to] : 1
[could, distinctly, hear, it, when] : 1
[could, distinguish, those, two, heroes] : 1
[could, do, and, the, promise] : 1
[could, do, but, plainly, perceived] : 1
[could, do, here, which, i] : 1
[could, do, me, any, mischief] : 1
[could, during, this, last, voyage] : 1
[could, easily, conceive, that, a] : 1
[could, easily, creep, on, each] : 1
[could, easily, discern, for, their] : 1
[could, easily, discover, the, most] : 1
[could, easily, do, for, it] : 1
[could, easily, do, with, both] : 1
[could, easily, fill, it, in] : 1
[could, easily, free, myself, and] : 1
[could, easily, furnish, me, with] : 1
[could, easily, trace, that, viscous] : 1
[could, easily, view, it, on] : 1
[could, eat, at, a, meal] : 1
[could, endure, the, taste, of] : 1
[could, ever, receive, a, reasonable] : 1
[could, exercise, upon, occasion, i] : 1
[could, expect, he, ordered, me] : 1
[could, expect, no, mercy, these] : 1
[could, expressed, to, him, the] : 1
[could, express, myself, tolerably, well] : 1
[could, express, them, which, made] : 1
[could, feel, no, bottom, but] : 1
[could, find, a, better, director] : 1
[could, find, a, convenient, place] : 1
[could, find, little, or, no] : 1
[could, find, proper, food, for] : 1
[could, find, sustenance, for, three] : 1
[could, forbear, when, i, saw] : 1
[could, force, nothing, on, him] : 1
[could, for, i, began, to] : 1
[could, for, i, had, about] : 1
[could, frequently, distinguish, the, word] : 1
[could, from, the, edge, for] : 1
[could, gain, admittance, but, that] : 1
[could, get, by, rapine, or] : 1
[could, get, far, enough, into] : 1
[could, get, from, glumdalclitch, i] : 1
[could, get, her, breakfast, or] : 1
[could, get, no, answer, yet] : 1
[could, get, spirits, enough, to] : 1
[could, get, the, older, being] : 1
[could, get, well, quilted, underneath] : 1
[could, get, which, however, they] : 1
[could, get, whose, employment, was] : 1
[could, give, him, some, tolerable] : 1
[could, give, him, took, a] : 1
[could, guess, i, was, struck] : 1
[could, guess, my, master, and] : 1
[could, happen, went, among, the] : 1
[could, hardly, believe, me, to] : 1
[could, hardly, carry, one, upon] : 1
[could, hardly, distinguish, the, tunes] : 1
[could, hardly, lift, them, in] : 1
[could, hardly, squeeze, my, body] : 1
[could, hardly, stand, upon, my] : 1
[could, hardly, subdue, me, and] : 1
[could, hardly, understand, the, new] : 1
[could, have, any, views, of] : 1
[could, have, been, content, to] : 1
[could, have, easily, crept, and] : 1
[could, have, easily, vindicated, humankind] : 1
[could, have, hindered, me, from] : 1
[could, have, learned, the, lesson] : 1
[could, have, no, conception, because] : 1
[could, have, no, example, or] : 1
[could, have, no, place, among] : 1
[could, have, wished, which, proceeded] : 1
[could, hear, them, well, enough] : 1
[could, heartily, wish, a, law] : 1
[could, he, brought, out, of] : 1
[could, he, comprehend, what, i] : 1
[could, he, expect, to, be] : 1
[could, he, then, commanded, his] : 1
[could, he, waded, not, much] : 1
[could, his, tutors, without, extreme] : 1
[could, hold, above, fifty, of] : 1
[could, how, cruelly, i, was] : 1
[could, however, i, would, not] : 1
[could, i, be, wholly, unmoved] : 1
[could, i, expect, but, a] : 1
[could, i, expect, but, to] : 1
[could, i, fell, over, head] : 1
[could, i, forbear, smiling, at] : 1
[could, incite, this, race, of] : 1
[could, in, english, which, made] : 1
[could, in, several, languages, and] : 1
[could, invent, a, death, into] : 1
[could, invite, me, to, a] : 1
[could, i, observe, by, their] : 1
[could, i, passed, the, night] : 1
